          (   1,    0) (   1,    0) (   1,    1) (   1,    1) (   0,    1) (   1,    0) (   1,    0) (   1,    1) (   1,    1) (   1,    1)
          (   1,    2) (   0,    0) (   1,    1) (   1,    1) (   1,    0) (   1,    1) (   1,    0) (   1,    0) (   1,    1) (   1,    1)
          (   1,    1) (   1,    1) (   0,    2) (   1,    2) (   0,    1) (   1,    0) (   1,    0) (   1,    0) (   1,    2) (   0,    2)
          (   1,    1) (   1,    0) (   1,    1) (   1,    1) (   1,    0) (   1,    0) (   1,    1) (   1,    1) (   1,    1) (   1,    1)
          (   1,    2) (   0,    0) (   1,    2) (   0,    2) (   1,    1) (   1,    2) (   0,    1) (   1,    1) (   1,    0) (   1,    1)
          (   1,    2) (   1,    1) (   1,    0) (   1,    0) (   1,    1) (   1,    2) (   1,    0) (   1,    3) (   1,    1) (   1,    2)
          (   1,    0) (   1,    0) (   1,    2) (   0,    1) (   1,    1) (   1,    1) (   1,    2) (   1,    0) (   1,    0) (   1,    3)
          (   1,    1) (   1,    0) (   1,    0) (   1,    2) (   1,    0) (   1,    1) (   1,    2) (   1,    1) (   1,    0) (   1,    0)
          (   1,    1) (   1,    0) (   1,    1) (   1,    1) (   1,    2) (   1,    2) (   1,    1) (   1,    1) (   1,    1) (   1,    0)
          (   1,    2) (   1,    2) (   1,    1) (   1,    1) (   1,    1) (   1,    1) (   1,    1) (   1,    0) (   1,    0) (   1,    1)
          (   1,    0) (   1,    2) (   1,    1) (   1,    2) (   1,    0) (   1,    1) (   1,    1) (   1,    2) (   1,    0) (   1,    1)
          (   1,    2) (   1,    1) (   1,    2) (   1,    0) (   1,    1) (   1,    0) (   1,    1) (   1,    0) (   1,    0) (   1,    1)
          (   1,    2) (   1,    2) (   1,    3) (   1,    1) (   1,    0) (   1,    2) (   1,    0) (   1,    2) (   1,    1) (   1,    2)
          (   1,    0) (   1,    0) (   1,    1) (   1,    1) (   1,    0) (   1,    1) (   1,    3) (   1,    1) (   1,    0) (   1,    2)
          (   1,    2) (   1,    1) (   1,    1) (   1,    0) (   1,    2) (   1,    2) (   1,    2) (   1,    0) (   1,    1) (   1,    0)
          (   1,    0) (   1,    1) (   1,    1) (   1,    1) (   1,    2) (   1,    1) (   1,    3) (   1,    0) (   1,    3) (   1,    2)
          (   1,    3) (   1,    0) (   1,    0) (   1,    3) (   1,    0) (   1,    2) (   1,    2) (   1,    1) (   1,    1) (   1,    1)
          (   1,    1) (   1,    0) (   1,    0) (   1,    1) (   1,    0) (   1,    1) (   1,    2) (   1,    1) (   1,    1) (   1,    2)
          (   1,    1) (   1,    1) (   1,    2) (   1,    1) (   1,    1) (   1,    4) (   1,    3) (   1,    0) (   1,    0) (   1,    1)
          (   1,    2) (   1,    3) (   1,    0) (   1,    1) (   1,    2) (   1,    0) (   1,    2) (   1,    1) (   1,    1) (   1,    1)
          (   1,    1) (   1,    1) (   1,    4) (   1,    0) (   1,    2) (   1,    0) (   1,    0) (   1,    1) (   1,    1) (   1,    0)
          (   1,    0) (   1,    1) (   1,    1) (   1,    1) (   1,    1) (   1,    1) (   1,    1) (   1,    1) (   1,    0) (   1,    0)
          (   1,    0) (   1,    1) (   1,    0) (   1,    3) (   1,    0) (   1,    1) (   1,    1) (   1,    1) (   1,    0) (   1,    2)
          (   1,    5) (   1,    0) (   1,    1) (   1,    1) (   1,    0) (   1,    2) (   1,    1) (   1,    0) (   1,    3) (   1,    2)
          (   1,    1) (   1,    1) (   1,    1) (   1,    1) (   1,    3) (   1,    0) (   1,    3) (   1,    2) (   1,    1) (   1,    1)
          (   1,    2) (   1,    0) (   1,    0) (   1,    0) (   1,    0) (   1,    0) (   1,    1) (   1,    2) (   1,    1) (   1,    1)
          (   1,    0) (   1,    1) (   1,    1) (   1,    1) (   1,    1) (   1,    1) (   1,    0) (   1,    0) (   1,    0) (   1,    2)
          (   1,    0) (   1,    1) (   1,    0) (   1,    2) (   1,    0) (   1,    2) (   1,    0) (   1,    1) (   1,    2) (   1,    1)
          (   1,    1) (   1,    2) (   1,    1) (   1,    0) (   1,    2) (   1,    0) (   1,    1) (   1,    1) (   1,    2) (   1,    2)
          (   1,    2) (   1,    1) (   1,    1) (   1,    0) (   1,    1) (   1,    1) (   1,    0) (   1,    1) (   1,    3) (   1,    1)
          (   1,    1) (   1,    1) (   1,    0) (   1,    1) (   1,    0) (   1,    2) (   1,    0) (   1,    0) (   1,    0) (   1,    0)
          (   1,    1) (   1,    1) (   1,    2) (   1,    2) (   1,    2) (   1,    0) (   1,    0) (   1,    2) (   1,    0) (   1,    0)
          (   1,    1) (   1,    1) (   1,    0) (   1,    0) (   1,    2) (   1,    2) (   1,    0) (   1,    1) (   1,    2) (   1,    0)
          (   1,    0) (   1,    1) (   1,    1) (   1,    0) (   1,    2) (   1,    2) (   1,    0) (   1,    2) (   1,    1) (   1,    2)
          (   1,    3) (   1,    0) (   1,    2) (   1,    2) (   1,    1) (   1,    1) (   1,    2) (   1,    1) (   1,    0) (   1,    0)
          (   1,    1) (   1,    3) (   1,    1) (   1,    1) (   1,    1) (   1,    1) (   1,    0) (   1,    0) (   1,    1) (   1,    0)
          (   1,    0) (   1,    0) (   1,    1) (   1,    2) (   1,    0) (   1,    0) (   1,    0) (   1,    2) (   1,    0) (   1,    0)
          (   1,    3) (   1,    3) (   1,    1) (   1,    2) (   1,    0) (   1,    2) (   1,    2) (   1,    1) (   1,    2) (   1,    0)
          (   1,    0) (   1,    2) (   1,    2) (   1,    0) (   1,    1) (   1,    0) (   1,    3) (   1,    2) (   1,    0) (   1,    0)
          (   1,    1) (   1,    1) (   1,    1) (   1,    0) (   1,    3) (   1,    0) (   1,    0) (   1,    0) (   1,    1) (   1,    1)
          (   1,    0) (   1,    0) (   1,    1) (   1,    3) (   1,    1) (   1,    1) (   1,    2) (   1,    2) (   1,    0) (   1,    0)
          (   1,    1) (   1,    2) (   1,    2) (   1,    1) (   1,    3) (   1,    2) (   1,    1) (   1,    0) (   1,    0) (   1,    3)
          (   1,    0) (   1,    0) (   1,    0) (   1,    1) (   1,    2) (   1,    0) (   1,    1) (   1,    0) (   1,    1) (   1,    1)
          (   1,    1) (   1,    0) (   1,    2) (   1,    0) (   1,    1) (   1,    1) (   1,    0) (   1,    2) (   1,    2) (   1,    0)
          (   1,    2) (   1,    3) (   1,    0) (   1,    1) (   1,    0) (   1,    1) (   1,    0) (   1,    0) (   1,    2) (   1,    1)
          (   1,    1) (   1,    0) (   1,    0) (   1,    1) (   1,    1) (   1,    2) (   1,    0) (   1,    0) (   1,    0) (   1,    1)
          (   1,    0) (   1,    0) (   1,    1) (   1,    2) (   1,    0) (   1,    0) (   1,    0) (   1,    2) (   1,    1) (   1,    1)
         
node   1 sent_total    688  recv_total    660

node   2  (   1,    0) (   0,    0) (   1,    1) (   1,    1) (   1,    2) (   1,    3) (   1,    0) (   1,    1) (   1,    2) (   1,    2)
          (   1,    1) (   1,    1) (   1,    1) (   1,    1) (   1,    1) (   1,    1) (   1,    1) (   1,    2) (   1,    1) (   1,    1)
          (   1,    0) (   1,    1) (   1,    0) (   1,    0) (   1,    1) (   1,    0) (   1,    1) (   1,    3) (   1,    3) (   1,    1)
          (   1,    1) (   1,    2) (   1,    1) (   1,    1) (   1,    2) (   1,    0) (   1,    2) (   1,    1) (   1,    1) (   1,    2)
          (   1,    2) (   1,    1) (   1,    1) (   1,    2) (   1,    0) (   1,    0) (   1,    0) (   1,    2) (   1,    0) (   1,    0)
          (   1,    1) (   1,    1) (   1,    1) (   1,    1) (   1,    0) (   1,    0) (   1,    0) (   1,    0) (   1,    1) (   1,    0)
          (   1,    1) (   1,    1) (   0,    1) (   1,    2) (   0,    0) (   1,    2) (   1,    1) (   1,    2) (   1,    2) (   1,    1)
          (   0,    2) (   1,    0) (   1,    1) (   1,    0) (   1,    1) (   1,    1) (   0,    1) (   1,    0) (   1,    0) (   1,    0)
          (   1,    2) (   1,    1) (   1,    0) (   1,    0) (   1,    2) (   1,    2) (   1,    0) (   0,    1) (   1,    2) (   1,    0)
          (   1,    1) (   1,    0) (   1,    1) (   1,    0) (   1,    2) (   1,    0) (   1,    0) (   1,    1) (   1,    2) (   1,    0)
          (   1,    0) (   1,    1) (   1,    2) (   1,    0) (   1,    1) (   1,    0) (   1,    1) (   1,    1) (   1,    0) (   1,    0)
          (   0,    1) (   1,    0) (   1,    2) (   1,    1) (   0,    1) (   0,    0) (   1,    0) (   1,    1) (   1,    4) (   1,    0)
          (   1,    0) (   1,    1) (   1,    0) (   1,    1) (   1,    1) (   0,    1) (   0,    0) (   1,    2) (   1,    1) (   1,    1)
          (   1,    1) (   1,    1) (   1,    1) (   1,    0) (   1,    1) (   1,    1) (   0,    1) (   1,    1) (   1,    1) (   1,    2)
          (   1,    0) (   1,    2) (   1,    4) (   1,    2) (   0,    1) (   1,    1) (   1,    1) (   1,    2) (   1,    0) (   1,    0)
          (   0,    2) (   1,    0) (   1,    2) (   1,    0) (   0,    1) (   1,    4) (   1,    2) (   1,    1) (   1,    1) (   1,    0)
          (   1,    0) (   1,    3) (   1,    1) (   1,    1) (   1,    1) (   1,    0) (   1,    0) (   1,    1) (   1,    1) (   1,    0)
          (   1,    1) (   0,    1) (   0,    1) (   1,    0) (   1,    1) (   1,    1) (   1,    2) (   1,    1) (   1,    1) (   1,    0)
          (   1,    0) (   1,    1) (   1,    0) (   1,    1) (   1,    0) (   1,    1) (   1,    0) (   1,    1) (   1,    0) (   1,    1)
          (   1,    1) (   1,    0) (   1,    0) (   1,    1) (   1,    1) (   1,    1) (   1,    0) (   1,    2) (   1,    1) (   1,    3)
          (   1,    1) (   1,    0) (   1,    2) (   1,    1) (   1,    0) (   1,    0) (   1,    1) (   1,    0) (   1,    1) (   1,    4)
          (   0,    1) (   1,    3) (   1,    0) (   1,    0) (   1,    3) (   1,    0) (   1,    2) (   1,    0) (   1,    2) (   1,    1)
          (   1,    0) (   1,    0) (   1,    1) (   1,    1) (   1,    0) (   1,    1) (   1,    1) (   1,    2) (   1,    1) (   1,    0)
          (   1,    3) (   1,    1) (   1,    0) (   1,    2) (   0,    0) (   1,    1) (   1,    2) (   1,    1) (   1,    2) (   1,    1)
          (   1,    2) (   0,    1) (   1,    0) (   1,    2) (   0,    0) (   1,    1) (   1,    1) (   1,    2) (   1,    0) (   1,    4)
          (   1,    2) (   1,    0) (   1,    0) (   0,    0) (   1,    1) (   1,    1) (   1,    0) (   1,    1) (   1,    1) (   1,    2)
          (   1,    1) (   1,    1) (   1,    2) (   1,    0) (   1,    0) (   1,    3) (   1,    0) (   1,    0) (   1,    0) (   1,    1)
          (   0,    1) (   0,    1) (   1,    0) (   1,    0) (   1,    1) (   1,    1) (   0,    0) (   1,    0) (   1,    0) (   1,    2)
          (   1,    1) (   0,    1) (   1,    1) (   1,    1) (   1,    0) (   1,    0) (   1,    1) (   1,    0) (   1,    1) (   1,    3)
          (   1,    2) (   1,    0) (   1,    1) (   1,    1) (   1,    0) (   1,    1) (   1,    1) (   1,    0) (   1,    1) (   1,    1)
          (   1,    1) (   1,    1) (   1,    0) (   1,    1) (   1,    0) (   1,    2) (   1,    2) (   1,    3) (   1,    3) (   1,    0)
          (   1,    0) (   1,    2) (   1,    2) (   1,    1) (   1,    0) (   1,    0) (   1,    2) (   1,    0) (   1,    0) (   1,    1)
          (   1,    0) (   1,    0) (   1,    3) (   1,    1) (   1,    3) (   1,    2) (   1,    1) (   1,    0) (   1,    1) (   1,    1)
          (   1,    2) (   1,    1) (   1,    2) (   1,    0) (   1,    0) (   1,    0) (   1,    1) (   1,    1) (   1,    0) (   1,    0)
          (   1,    1) (   1,    1) (   1,    1) (   1,    1) (   1,    2) (   1,    1) (   1,    2) (   1,    1) (   1,    0) (   1,    1)
          (   1,    1) (   1,    0) (   1,    1) (   1,    0) (   1,    1) (   1,    1) (   1,    0) (   1,    0) (   1,    0) (   1,    1)
          (   1,    1) (   1,    2) (   1,    0) (   1,    1) (   1,    1) (   1,    1) (   1,    0) (   1,    2) (   1,    0) (   1,    0)
          (   1,    0) (   1,    2) (   1,    1) (   1,    2) (   1,    1) (   1,    0) (   1,    1) (   1,    0) (   1,    1) (   1,    2)
          (   1,    1) (   1,    1) (   1,    0) (   1,    1) (   1,    0) (   1,    0) (   1,    0) (   1,    2) (   1,    0) (   1,    2)
          (   1,    0) (   1,    0) (   1,    0) (   1,    0) (   1,    2) (   1,    0) (   1,    1) (   1,    1) (   1,    1) (   1,    3)
          (   1,    1) (   1,    1) (   1,    0) (   1,    1) (   1,    2) (   1,    1) (   1,    1) (   1,    0) (   1,    2) (   1,    0)
          (   1,    2) (   1,    0) (   1,    0) (   1,    1) (   1,    2) (   1,    0) (   1,    2) (   1,    2) (   1,    1) (   1,    0)
          (   1,    1) (   1,    0) (   1,    0) (   1,    0) (   1,    0) (   1,    0) (   1,    2) (   1,    1) (   1,    0) (   1,    1)
          (   1,    0) (   1,    2) (   1,    2) (   1,    0) (   1,    1) (   1,    1) (   1,    1) (   1,    2) (   1,    0) (   1,    2)
          (   1,    0) (   1,    0) (   1,    0) (   1,    1) (   1,    2) (   1,    1) (   1,    0) (   1,    2) (   1,    1) (   1,    0)
          (   1,    0) (   1,    2) (   1,    1) (   1,    1) (   1,    1) (   1,    2) (   1,    1) (   1,    2) (   1,    2) (   1,    1)
          (   1,    0) (   1,    0) (   1,    0) (   1,    2) (   1,    2) (   1,    3) (   1,    2) (   1,    2) (   1,    0) (   1,    2)
          (   1,    0) (   1,    1) (   1,    0) (   1,    0) (   1,    0) (   1,    1) (   1,    0) (   1,    1) (   1,    1) (   1,    1)
          (   1,    1) (   1,    2) (   1,    1) (   1,    1) (   1,    0) (   1,    2) (   1,    1) (   1,    1) (   1,    1) (   1,    2)
          (   1,    1) (   1,    2) (   1,    2) (   1,    1) (   1,    1) (   1,    2) (   1,    3) (   1,    1) (   1,    1) (   1,    1)
          (   1,    2) (   1,    0) (   1,    1) (   1,    1) (   1,    1) (   1,    1) (   1,    2) (   1,    0) (   1,    0) (   1,    0)
          (   1,    1) (   1,    1) (   1,    1) (   1,    0) (   1,    1) (   1,    0) (   1,    2) (   1,    0) (   1,    0) (   1,    1)
          (   1,    0) (   1,    0) (   1,    1) (   1,    0) (   1,    1) (   1,    0) (   1,    1) (   1,    0) (   1,    1) (   1,    1)
          (   1,    2) (   1,    1) (   1,    0) (   1,    1) (   1,    1) (   1,    1) (   1,    1) (   1,    1) (   1,    1) (   1,    0)
          (   1,    1) (   1,    1) (   1,    0) (   1,    1) (   1,    1) (   1,    0) (   1,    2) (   1,    2) (   1,    1) (   1,    1)
          (   1,    2) (   1,    2) (   1,    1) (   1,    1) (   1,    1) (   1,    1) (   1,    2) (   1,    0) (   1,    1) (   1,    1)
          (   1,    1) (   1,    1) (   1,    1) (   1,    1) (   1,    0) (   1,    1) (   1,    0) (   1,    0) (   1,    0) (   1,    0)
          (   1,    1) (   1,    3) (   1,    1) (   1,    0) (   1,    0) (   1,    0) (   1,    1) (   1,    1) (   1,    2) (   1,    3)
          (   1,    0) (   1,    1) (   1,    1) (   1,    0) (   1,    0) (   1,    1) (   1,    1) (   1,    1) (   1,    0) (   1,    2)
          (   1,    1) (   1,    1) (   1,    1) (   1,    1) (   1,    0) (   1,    1) (   1,    2) (   1,    1) (   1,    1) (   1,    1)
          (   1,    0) (   1,    0) (   1,    0) (   1,    1) (   1,    1) (   1,    0) (   1,    2) (   1,    3) (   1,    0) (   1,    1)
          (   1,    1) (   1,    0) (   1,    0) (   1,    2) (   1,    1) (   1,    2) (   1,    2) (   1,    0) (   1,    0) (   1,    1)
          (   1,    1) (   1,    0) (   1,    1) (   1,    1) (   1,    0) (   1,    2) (   1,    1) (   1,    1) (   1,    1) (   1,    1)
          (   1,    1) (   1,    1) (   1,    2) (   1,    0) (   1,    3) (   1,    1) (   1,    2) (   1,    2) (   1,    1) (   1,    0)
          (   1,    2) (   1,    2) (   1,    1) (   1,    3) (   1,    1) (   1,    0) (   1,    1) (   1,    0) (   1,    3) (   1,    1)
          (   1,    1) (   1,    1) (   1,    1) (   1,    1) (   1,    3) (   1,    3) (   1,    0) (   1,    1) (   1,    2) (   1,    0)
          (   1,    1) (   1,    1) (   1,    0) (   1,    3) (   1,    0) (   1,    2) (   1,    1) (   1,    1) (   1,    0) (   1,    2)
          (   1,    2) (   1,    1) (   1,    1) (   1,    1) (   1,    0) (   1,    1) (   1,    3) (   1,    0) (   1,    2) (   1,    1)
          (   1,    1) (   1,    0) (   1,    2) (   1,    1) (   1,    0) (   1,    1) (   1,    0) (   1,    1) (   1,    2) (   1,    0)
          (   1,    2) (   1,    1) (   1,    0) (   1,    2) (   1,    1) (   1,    3) (   1,    2) (   1,    0) (   1,    0) (   1,    0)
         
node   2 sent_total    674  recv_total    663

node   3  (   1,    0) (   0,    0) (   1,    1) (   1,    0) (   1,    0) (   1,    2) (   1,    1) (   1,    0) (   1,    0) (   1,    2)
          (   1,    1) (   1,    2) (   1,    2) (   1,    2) (   1,    0) (   1,    2) (   1,    2) (   1,    1) (   1,    2) (   1,    1)
          (   1,    0) (   1,    2) (   1,    1) (   1,    1) (   1,    3) (   1,    0) (   1,    3) (   1,    1) (   1,    1) (   1,    1)
          (   1,    1) (   1,    2) (   1,    1) (   1,    0) (   1,    1) (   1,    3) (   1,    1) (   1,    2) (   1,    2) (   1,    0)
          (   1,    2) (   1,    2) (   1,    0) (   1,    1) (   1,    1) (   1,    1) (   1,    1) (   1,    1) (   1,    0) (   1,    0)
          (   1,    1) (   1,    0) (   1,    0) (   1,    0) (   1,    1) (   1,    0) (   0,    3) (   1,    1) (   1,    1) (   0,    2)
          (   1,    1) (   0,    0) (   1,    1) (   1,    2) (   1,    1) (   1,    0) (   1,    0) (   1,    1) (   1,    0) (   1,    0)
          (   0,    1) (   0,    1) (   1,    1) (   1,    0) (   1,    0) (   1,    0) (   1,    1) (   1,    1) (   1,    1) (   1,    1)
          (   1,    1) (   1,    1) (   1,    1) (   1,    0) (   1,    3) (   1,    0) (   1,    1) (   0,    0) (   1,    2) (   1,    1)
          (   1,    3) (   1,    1) (   1,    2) (   1,    2) (   1,    0) (   0,    0) (   1,    0) (   1,    1) (   1,    1) (   1,    0)
          (   1,    2) (   1,    0) (   0,    2) (   1,    1) (   1,    1) (   1,    0) (   1,    0) (   1,    0) (   0,    1) (   1,    0)
          (   1,    1) (   0,    1) (   1,    1) (   1,    3) (   0,    2) (   0,    1) (   1,    2) (   0,    1) (   1,    0) (   1,    1)
          (   1,    1) (   0,    1) (   1,    1) (   0,    0) (   1,    1) (   1,    0) (   1,    2) (   1,    0) (   1,    1) (   1,    1)
          (   1,    0) (   1,    1) (   1,    1) (   1,    3) (   1,    2) (   1,    1) (   1,    1) (   1,    0) (   1,    1) (   1,    0)
          (   1,    0) (   1,    0) (   1,    1) (   1,    0) (   1,    1) (   1,    1) (   1,    1) (   1,    0) (   1,    0) (   1,    1)
          (   1,    2) (   1,    2) (   0,    1) (   1,    0) (   1,    1) (   1,    1) (   1,    2) (   1,    0) (   0,    1) (   1,    1)
          (   1,    0) (   1,    2) (   0,    2) (   1,    0) (   1,    0) (   1,    4) (   0,    0) (   1,    1) (   1,    1) (   1,    2)
          (   1,    0) (   1,    1) (   1,    0) (   1,    0) (   0,    0) (   1,    2) (   1,    1) (   1,    0) (   1,    3) (   1,    3)
          (   1,    0) (   1,    2) (   1,    1) (   1,    0) (   1,    0) (   1,    1) (   1,    3) (   1,    3) (   1,    0) (   0,    0)
          (   1,    0) (   1,    1) (   1,    1) (   1,    2) (   1,    0) (   1,    0) (   0,    0) (   1,    0) (   1,    0) (   1,    0)
          (   1,    2) (   1,    1) (   1,    1) (   1,    1) (   1,    1) (   1,    1) (   1,    0) (   1,    1) (   1,    1) (   1,    0)
          (   1,    1) (   1,    1) (   0,    1) (   1,    1) (   1,    0) (   1,    0) (   1,    1) (   1,    1) (   1,    1) (   0,    2)
          (   1,    2) (   1,    0) (   1,    0) (   1,    1) (   1,    1) (   1,    1) (   1,    1) (   1,    1) (   1,    1) (   1,    1)
          (   1,    0) (   1,    1) (   1,    0) (   1,    1) (   1,    2) (   1,    1) (   1,    1) (   1,    1) (   1,    0) (   1,    1)
          (   1,    1) (   1,    1) (   1,    1) (   1,    0) (   1,    1) (   1,    0) (   1,    0) (   1,    2) (   1,    2) (   1,    0)
          (   1,    0) (   0,    1) (   1,    3) (   1,    1) (   1,    1) (   1,    2) (   0,    1) (   1,    1) (   1,    1) (   1,    0)
          (   1,    1) (   1,    1) (   1,    0) (   1,    3) (   1,    1) (   1,    1) (   1,    3) (   0,    0) (   1,    0) (   1,    1)
          (   1,    0) (   1,    2) (   1,    1) (   1,    2) (   1,    0) (   1,    0) (   1,    2) (   1,    0) (   1,    0) (   1,    0)
          (   1,    1) (   1,    1) (   1,    1) (   1,    0) (   1,    0) (   1,    1) (   1,    0) (   1,    1) (   0,    0) (   1,    1)
          (   1,    0) (   0,    0) (   1,    0) (   0,    0) (   1,    1) (   1,    1) (   1,    0) (   1,    4) (   1,    2) (   1,    1)
          (   1,    0) (   1,    1) (   1,    5) (   1,    2) (   1,    1) (   1,    0) (   1,    0) (   1,    0) (   1,    1) (   1,    2)
          (   1,    1) (   1,    2) (   1,    0) (   1,    1) (   1,    1) (   1,    2) (   1,    0) (   1,    2) (   1,    1) (   1,    0)
          (   1,    3) (   1,    1) (   1,    0) (   1,    1) (   1,    3) (   1,    2) (   1,    0) (   1,    1) (   1,    2) (   1,    1)
          (   1,    1) (   1,    1) (   1,    0) (   1,    1) (   1,    1) (   1,    0) (   1,    3) (   1,    1) (   1,    2) (   1,    2)
          (   1,    1) (   1,    1) (   1,    2) (   1,    2) (   1,    0) (   1,    0) (   1,    1) (   1,    0) (   1,    2) (   1,    1)
          (   1,    0) (   1,    0) (   1,    0) (   1,    2) (   1,    2) (   1,    1) (   1,    2) (   1,    3) (   1,    0) (   1,    1)
          (   1,    0) (   1,    2) (   1,    1) (   1,    2) (   1,    2) (   1,    0) (   1,    3) (   1,    0) (   1,    1) (   1,    1)
          (   1,    0) (   1,    0) (   1,    1) (   1,    2) (   1,    0) (   1,    1) (   1,    1) (   1,    3) (   1,    2) (   1,    0)
          (   1,    0) (   1,    0) (   1,    1) (   1,    1) (   1,    1) (   1,    0) (   1,    0) (   1,    1) (   1,    1) (   1,    1)
          (   1,    2) (   1,    1) (   1,    1) (   1,    1) (   1,    0) (   1,    1) (   1,    1) (   1,    0) (   1,    2) (   1,    0)
          (   1,    2) (   1,    0) (   1,    0) (   1,    0) (   1,    1) (   1,    1) (   1,    1) (   1,    2) (   1,    1) (   1,    1)
          (   1,    1) (   1,    0) (   1,    1) (   1,    0) (   1,    1) (   1,    2) (   1,    2) (   1,    1) (   1,    1) (   1,    0)
          (   1,    2) (   1,    1) (   1,    1) (   1,    4) (   1,    1) (   1,    1) (   1,    1) (   1,    1) (   1,    1) (   1,    2)
          (   1,    0) (   1,    2) (   1,    0) (   1,    4) (   1,    0) (   1,    0) (   1,    2) (   1,    1) (   1,    0) (   1,    0)
          (   1,    1) (   1,    1) (   1,    2) (   1,    2) (   1,    0) (   1,    0) (   1,    1) (   1,    0) (   1,    0) (   1,    2)
          (   1,    1) (   1,    1) (   1,    1) (   1,    1) (   1,    0) (   1,    1) (   1,    3) (   1,    1) (   1,    2) (   1,    0)
          (   1,    0) (   1,    1) (   1,    1) (   1,    2) (   1,    1) (   1,    1) (   1,    1) (   1,    1) (   1,    2) (   1,    1)
          (   1,    0) (   1,    0) (   1,    0) (   1,    0) (   1,    3) (   1,    2) (   1,    1) (   1,    0) (   1,    3) (   1,    1)
          (   1,    0) (   1,    3) (   1,    1) (   1,    0) (   1,    4) (   1,    4) (   1,    1) (   1,    0) (   1,    1) (   1,    2)
          (   1,    1) (   1,    0) (   1,    0) (   1,    2) (   1,    1) (   1,    0) (   1,    1) (   1,    1) (   1,    3) (   1,    0)
          (   1,    1) (   1,    3) (   1,    3) (   1,    1) (   1,    2) (   1,    1) (   1,    1) (   1,    1) (   1,    0) (   1,    3)
          (   1,    1) (   1,    1) (   1,    0) (   1,    0) (   1,    2) (   1,    1) (   1,    1) (   1,    1) (   1,    0) (   1,    1)
          (   1,    2) (   1,    1) (   1,    1) (   1,    2) (   1,    0) (   1,    3) (   1,    1) (   1,    2) (   1,    0) (   1,    0)
